content,data_clean_content,slang_replacement_content,tokenized_content,remove_stopwords_content,stemmed_content
"Di hp ZTEA0622, jika kalian login/daftar gabisa (Muncul L01) di web pdhl bisa. cuman di aplikasinnya aja yg bug",di hp ztea jika kalian login daftar gabisa muncul l di web pdhl bisa cuman di aplikasinnya aja yg bug,di hp ztea jika kalian login daftar tidak bisa muncul l di web padahal  bisa hanya di aplikasinnya saja  yang  bug,"['di', 'hp', 'ztea', 'jika', 'kalian', 'login', 'daftar', 'tidak', 'bisa', 'muncul', 'l', 'di', 'web', 'padahal', 'bisa', 'hanya', 'di', 'aplikasinnya', 'saja', 'yang', 'bug']","['hp', 'ztea', 'kalian', 'login', 'daftar', 'tidak', 'muncul', 'l', 'web', 'padahal', 'aplikasinnya', 'bug']","['hp', 'ztea', 'kalian', 'login', 'daftar', 'tidak', 'muncul', 'l', 'web', 'padahal', 'aplikasinnya', 'bug']"
"Pilih pengiriman instant, sampenya besok hari nya",pilih pengiriman instant sampenya besok hari nya,pilih pengiriman instant sampenya besok hari nya,"['pilih', 'pengiriman', 'instant', 'sampenya', 'besok', 'hari', 'nya']","['pilih', 'pengiriman', 'instant', 'sampenya', 'besok', 'hari', 'nya']","['pilih', 'kirim', 'instant', 'sampenya', 'besok', 'hari', 'nya']"
Verifikasi wajah kenapa lama sekali. Padahal nomer HP dan pasword sudah betul,verifikasi wajah kenapa lama sekali padahal nomer hp dan pasword sudah betul,verifikasi wajah kenapa lama sekali padahal nomer hp dan pasword sudah betul,"['verifikasi', 'wajah', 'kenapa', 'lama', 'sekali', 'padahal', 'nomer', 'hp', 'dan', 'pasword', 'sudah', 'betul']","['verifikasi', 'wajah', 'lama', 'sekali', 'padahal', 'nomer', 'hp', 'pasword', 'betul']","['verifikasi', 'wajah', 'lama', 'sekali', 'padahal', 'nomer', 'hp', 'pasword', 'betul']"
Lemot parah,lemot parah,lemot parah,"['lemot', 'parah']","['lemot', 'parah']","['lot', 'parah']"
"Dulu enak belanja di sini sekarang mending belanja di tik tok saja shopee skrg sdh pakai biaya LAYANAN ,kalau pakau pay later pun tdk dapat gratis ongkir ,POKOKNYA TINGGALKAN SHOPEE",dulu enak belanja di sini sekarang mending belanja di tik tok saja shopee skrg sdh pakai biaya layanan kalau pakau pay later pun tdk dapat gratis ongkir pokoknya tinggalkan shopee,dulu enak belanja di sini sekarang mending belanja di tik tok saja shopee sekarang  sudah pakai biaya layanan kalau pakau pay later pun tidak dapat gratis ongkir pokoknya tinggalkan shopee,"['dulu', 'enak', 'belanja', 'di', 'sini', 'sekarang', 'mending', 'belanja', 'di', 'tik', 'tok', 'saja', 'shopee', 'sekarang', 'sudah', 'pakai', 'biaya', 'layanan', 'kalau', 'pakau', 'pay', 'later', 'pun', 'tidak', 'dapat', 'gratis', 'ongkir', 'pokoknya', 'tinggalkan', 'shopee']","['dulu', 'enak', 'belanja', 'sini', 'sekarang', 'mending', 'belanja', 'tik', 'tok', 'shopee', 'sekarang', 'pakai', 'biaya', 'layanan', 'kalau', 'pakau', 'pay', 'later', 'tidak', 'gratis', 'ongkir', 'pokoknya', 'tinggalkan', 'shopee']","['dulu', 'enak', 'belanja', 'sini', 'sekarang', 'mending', 'belanja', 'tik', 'tok', 'shopee', 'sekarang', 'pakai', 'biaya', 'layan', 'kalau', 'pakau', 'pay', 'later', 'tidak', 'gratis', 'ongkir', 'pokok', 'tinggal', 'shopee']"
Rasany pengen uninstall aja. Lemot bgt,rasany pengen uninstall aja lemot bgt,rasany ingin uninstall saja  lemot sangat ,"['rasany', 'ingin', 'uninstall', 'saja', 'lemot', 'sangat']","['rasany', 'uninstall', 'lemot', 'sangat']","['rasany', 'uninstall', 'lot', 'sangat']"
Coba tolong shope eror apa kenapa sih ? koq kembali ke halaman utama melulu. tolong dong pihak shope bertindak,coba tolong shope eror apa kenapa sih koq kembali ke halaman utama melulu tolong dong pihak shope bertindak,coba tolong shope eror apa kenapa sih kok kembali ke halaman utama selalu  tolong dong pihak shope bertindak,"['coba', 'tolong', 'shope', 'eror', 'apa', 'kenapa', 'sih', 'kok', 'kembali', 'ke', 'halaman', 'utama', 'selalu', 'tolong', 'dong', 'pihak', 'shope', 'bertindak']","['coba', 'shope', 'eror', 'apa', 'sih', 'kok', 'halaman', 'utama', 'selalu', 'dong', 'pihak', 'shope', 'bertindak']","['coba', 'shope', 'eror', 'apa', 'sih', 'kok', 'halaman', 'utama', 'selalu', 'dong', 'pihak', 'shope', 'tindak']"
ga jelas . telat bayar seminggu saja langsung di blok . sudah saya lunasi . ga ada timbal balik nya .,ga jelas telat bayar seminggu saja langsung di blok sudah saya lunasi ga ada timbal balik nya,tidak jelas telat bayar seminggu saja langsung di blok sudah saya lunasi tidak ada timbal balik nya,"['tidak', 'jelas', 'telat', 'bayar', 'seminggu', 'saja', 'langsung', 'di', 'blok', 'sudah', 'saya', 'lunasi', 'tidak', 'ada', 'timbal', 'balik', 'nya']","['tidak', 'jelas', 'telat', 'bayar', 'seminggu', 'langsung', 'blok', 'lunasi', 'tidak', 'timbal', 'balik', 'nya']","['tidak', 'jelas', 'telat', 'bayar', 'minggu', 'langsung', 'blok', 'lunas', 'tidak', 'timbal', 'balik', 'nya']"
Knpaa kok tak bisa cod,knpaa kok tak bisa cod,knpaa kok tak bisa cod,"['knpaa', 'kok', 'tak', 'bisa', 'cod']","['knpaa', 'kok', 'tak', 'cod']","['knpaa', 'kok', 'tak', 'cod']"
"Kg jelas ngaleg scroll nya leg, ini udh parah bet bug nya lgi lihat lihat bareng trs langsung keluar bug kebeli cod sampe aku lupa sya yg rugi inii",kg jelas ngaleg scroll nya leg ini udh parah bet bug nya lgi lihat lihat bareng trs langsung keluar bug kebeli cod sampe aku lupa sya yg rugi inii,kg jelas ngaleg scroll nya leg ini sudah parah bet bug nya lagi  lihat lihat bareng terus  langsung keluar bug kebeli cod sampai saya lupa saya  yang  rugi inii,"['kg', 'jelas', 'ngaleg', 'scroll', 'nya', 'leg', 'ini', 'sudah', 'parah', 'bet', 'bug', 'nya', 'lagi', 'lihat', 'lihat', 'bareng', 'terus', 'langsung', 'keluar', 'bug', 'kebeli', 'cod', 'sampai', 'saya', 'lupa', 'saya', 'yang', 'rugi', 'inii']","['kg', 'jelas', 'ngaleg', 'scroll', 'nya', 'leg', 'parah', 'bet', 'bug', 'nya', 'lihat', 'lihat', 'bareng', 'terus', 'langsung', 'keluar', 'bug', 'kebeli', 'cod', 'lupa', 'rugi', 'inii']","['kg', 'jelas', 'ngaleg', 'scroll', 'nya', 'leg', 'parah', 'bet', 'bug', 'nya', 'lihat', 'lihat', 'bareng', 'terus', 'langsung', 'keluar', 'bug', 'kebel', 'cod', 'lupa', 'rugi', 'ini']"
"Perbaiki dong shopee Express tu pengiriman kagak jelas, dah telat, eh lama lama di kembalikan barang nya, dah 3 barang gtu, 🚮🚮",perbaiki dong shopee express tu pengiriman kagak jelas dah telat eh lama lama di kembalikan barang nya dah barang gtu tanda membuang sampah tanda membuang sampah,perbaiki dong shopee express itu  pengiriman tidak  jelas sudah telat eh lama lama di kembalikan barang nya sudah barang begitu  tanda membuang sampah tanda membuang sampah,"['perbaiki', 'dong', 'shopee', 'express', 'itu', 'pengiriman', 'tidak', 'jelas', 'sudah', 'telat', 'eh', 'lama', 'lama', 'di', 'kembalikan', 'barang', 'nya', 'sudah', 'barang', 'begitu', 'tanda', 'membuang', 'sampah', 'tanda', 'membuang', 'sampah']","['perbaiki', 'dong', 'shopee', 'express', 'pengiriman', 'tidak', 'jelas', 'telat', 'eh', 'lama', 'lama', 'kembalikan', 'barang', 'nya', 'barang', 'tanda', 'membuang', 'sampah', 'tanda', 'membuang', 'sampah']","['baik', 'dong', 'shopee', 'express', 'kirim', 'tidak', 'jelas', 'telat', 'eh', 'lama', 'lama', 'kembali', 'barang', 'nya', 'barang', 'tanda', 'buang', 'sampah', 'tanda', 'buang', 'sampah']"
Pay later data lengkap tapi di tolak mending unistal aza ga guna apk nya,pay later data lengkap tapi di tolak mending unistal aza ga guna apk nya,pay later data lengkap tapi di tolak mending unistal aza tidak guna apk nya,"['pay', 'later', 'data', 'lengkap', 'tapi', 'di', 'tolak', 'mending', 'unistal', 'aza', 'tidak', 'guna', 'apk', 'nya']","['pay', 'later', 'data', 'lengkap', 'tolak', 'mending', 'unistal', 'aza', 'tidak', 'apk', 'nya']","['pay', 'later', 'data', 'lengkap', 'tolak', 'mending', 'unistal', 'aza', 'tidak', 'apk', 'nya']"
Setelah di perbaharui Shoppe keluar keluar terus gak bisa masuk ke akun lg,setelah di perbaharui shoppe keluar keluar terus gak bisa masuk ke akun lg,setelah di perbaharui shoppe keluar keluar terus tidak bisa masuk ke akun lagi ,"['setelah', 'di', 'perbaharui', 'shoppe', 'keluar', 'keluar', 'terus', 'tidak', 'bisa', 'masuk', 'ke', 'akun', 'lagi']","['perbaharui', 'shoppe', 'keluar', 'keluar', 'terus', 'tidak', 'masuk', 'akun']","['baharu', 'shoppe', 'keluar', 'keluar', 'terus', 'tidak', 'masuk', 'akun']"
Voucher gratis ongkir min belanja 0 gak bisa di pake tolong beri saran,voucher gratis ongkir min belanja gak bisa di pake tolong beri saran,voucher gratis ongkir min belanja tidak bisa di pakai  tolong beri saran,"['voucher', 'gratis', 'ongkir', 'min', 'belanja', 'tidak', 'bisa', 'di', 'pakai', 'tolong', 'beri', 'saran']","['voucher', 'gratis', 'ongkir', 'min', 'belanja', 'tidak', 'pakai', 'beri', 'saran']","['voucher', 'gratis', 'ongkir', 'min', 'belanja', 'tidak', 'pakai', 'beri', 'saran']"
Shopee makin kesini semakin buruk lemotnya minta ampun 🥱,shopee makin kesini semakin buruk lemotnya minta ampun wajah menguap,shopee makin kesini semakin buruk lemotnya minta ampun wajah menguap,"['shopee', 'makin', 'kesini', 'semakin', 'buruk', 'lemotnya', 'minta', 'ampun', 'wajah', 'menguap']","['shopee', 'makin', 'kesini', 'semakin', 'buruk', 'lemotnya', 'minta', 'ampun', 'wajah', 'menguap']","['shopee', 'makin', 'kesini', 'makin', 'buruk', 'lot', 'minta', 'ampun', 'wajah', 'uap']"
"Kualitas shoope dulu sama sekarang beda jauh.. Makin kesini makin parah, Pingin mengeruk keuntungan lebih dengan membuka jasa pengiriman sendiri.. alhasil kualitas pengiriman sangat buruk.. sangat parah.. Terlebih kurirnya, gk punya tanggung jawab. Cuma maunya nrima gaji.. Barang sudah diatur pengiriman, tinggal nunggu dipickup jasa pengiriman, sampe 3hari gk di pickup.. PARAH !!",kualitas shoope dulu sama sekarang beda jauh makin kesini makin parah pingin mengeruk keuntungan lebih dengan membuka jasa pengiriman sendiri alhasil kualitas pengiriman sangat buruk sangat parah terlebih kurirnya gk punya tanggung jawab cuma maunya nrima gaji barang sudah diatur pengiriman tinggal nunggu dipickup jasa pengiriman sampe hari gk di pickup parah,kualitas shoope dulu sama sekarang beda jauh makin kesini makin parah ingin  mengeruk keuntungan lebih dengan membuka jasa pengiriman sendiri alhasil kualitas pengiriman sangat buruk sangat parah terlebih kurirnya tidak punya tanggung jawab cuma maunya nrima gaji barang sudah diatur pengiriman tinggal nunggu dipickup jasa pengiriman sampai hari tidak di pickup parah,"['kualitas', 'shoope', 'dulu', 'sama', 'sekarang', 'beda', 'jauh', 'makin', 'kesini', 'makin', 'parah', 'ingin', 'mengeruk', 'keuntungan', 'lebih', 'dengan', 'membuka', 'jasa', 'pengiriman', 'sendiri', 'alhasil', 'kualitas', 'pengiriman', 'sangat', 'buruk', 'sangat', 'parah', 'terlebih', 'kurirnya', 'tidak', 'punya', 'tanggung', 'jawab', 'cuma', 'maunya', 'nrima', 'gaji', 'barang', 'sudah', 'diatur', 'pengiriman', 'tinggal', 'nunggu', 'dipickup', 'jasa', 'pengiriman', 'sampai', 'hari', 'tidak', 'di', 'pickup', 'parah']","['kualitas', 'shoope', 'dulu', 'sama', 'sekarang', 'beda', 'jauh', 'makin', 'kesini', 'makin', 'parah', 'mengeruk', 'keuntungan', 'lebih', 'membuka', 'jasa', 'pengiriman', 'sendiri', 'alhasil', 'kualitas', 'pengiriman', 'sangat', 'buruk', 'sangat', 'parah', 'terlebih', 'kurirnya', 'tidak', 'punya', 'tanggung', 'jawab', 'cuma', 'maunya', 'nrima', 'gaji', 'barang', 'diatur', 'pengiriman', 'tinggal', 'nunggu', 'dipickup', 'jasa', 'pengiriman', 'hari', 'tidak', 'pickup', 'parah']","['kualitas', 'shoope', 'dulu', 'sama', 'sekarang', 'beda', 'jauh', 'makin', 'kesini', 'makin', 'parah', 'keruk', 'untung', 'lebih', 'buka', 'jasa', 'kirim', 'sendiri', 'alhasil', 'kualitas', 'kirim', 'sangat', 'buruk', 'sangat', 'parah', 'lebih', 'kurir', 'tidak', 'punya', 'tanggung', 'jawab', 'cuma', 'mau', 'nrima', 'gaji', 'barang', 'atur', 'kirim', 'tinggal', 'nunggu', 'dipickup', 'jasa', 'kirim', 'hari', 'tidak', 'pickup', 'parah']"
kit ati am shopi,kit ati am shopi,kit ati am shopi,"['kit', 'ati', 'am', 'shopi']","['kit', 'ati', 'am', 'shopi']","['kit', 'ati', 'am', 'shopi']"
PENIPUUU!!!!! FLASH SALE SETINGANN ADEKNGW JG BISAA!,penipu flash sale setingann adekngw jg bisaa,penipu flash sale setingann adekngw juga bisa ,"['penipu', 'flash', 'sale', 'setingann', 'adekngw', 'juga', 'bisa']","['penipu', 'flash', 'sale', 'setingann', 'adekngw']","['tipu', 'flash', 'sale', 'setingann', 'adekngw']"
akun saya kok masih di nonaktifkan sedangkan tagihan sudah lunas semua,akun saya kok masih di nonaktifkan sedangkan tagihan sudah lunas semua,akun saya kok masih di nonaktifkan sedangkan tagihan sudah lunas semua,"['akun', 'saya', 'kok', 'masih', 'di', 'nonaktifkan', 'sedangkan', 'tagihan', 'sudah', 'lunas', 'semua']","['akun', 'kok', 'nonaktifkan', 'tagihan', 'lunas', 'semua']","['akun', 'kok', 'nonaktif', 'tagih', 'lunas', 'semua']"
Kenapa gk bisa di buka min lgh ganguan kah,kenapa gk bisa di buka min lgh ganguan kah,kenapa tidak bisa di buka min lgh ganguan kah,"['kenapa', 'tidak', 'bisa', 'di', 'buka', 'min', 'lgh', 'ganguan', 'kah']","['tidak', 'buka', 'min', 'lgh', 'ganguan']","['tidak', 'buka', 'min', 'lgh', 'ganguan']"
setiap beli paket data gatau masuk.,setiap beli paket data gatau masuk,setiap beli paket data tidak tahu masuk,"['setiap', 'beli', 'paket', 'data', 'tidak', 'tahu', 'masuk']","['beli', 'paket', 'data', 'tidak', 'tahu', 'masuk']","['beli', 'paket', 'data', 'tidak', 'tahu', 'masuk']"
"Tolong segera di perbaiki,aplikasi lambat,lemot,loding gak selesai2,mw pmbayaran transakasi,susah,,gak mncul2 halaman mya,",tolong segera di perbaiki aplikasi lambat lemot loding gak selesai mw pmbayaran transakasi susah gak mncul halaman mya,tolong segera di perbaiki aplikasi lambat lemot loding tidak selesai mau pmbayaran transakasi susah tidak mncul halaman mya,"['tolong', 'segera', 'di', 'perbaiki', 'aplikasi', 'lambat', 'lemot', 'loding', 'tidak', 'selesai', 'mau', 'pmbayaran', 'transakasi', 'susah', 'tidak', 'mncul', 'halaman', 'mya']","['segera', 'perbaiki', 'aplikasi', 'lambat', 'lemot', 'loding', 'tidak', 'selesai', 'mau', 'pmbayaran', 'transakasi', 'susah', 'tidak', 'mncul', 'halaman', 'mya']","['segera', 'baik', 'aplikasi', 'lambat', 'lot', 'loding', 'tidak', 'selesai', 'mau', 'pmbayaran', 'transakasi', 'susah', 'tidak', 'mncul', 'halaman', 'mya']"
Lemot,lemot,lemot,['lemot'],['lemot'],['lot']
Payah,payah,payah,['payah'],['payah'],['payah']
"Shopee lu kenapa dah, gw buka malah keluar terus anjir dari aplikasinya.",shopee lu kenapa dah gw buka malah keluar terus anjir dari aplikasinya,shopee kamu kenapa sudah saya buka malah keluar terus anjir dari aplikasinya,"['shopee', 'kamu', 'kenapa', 'sudah', 'saya', 'buka', 'malah', 'keluar', 'terus', 'anjir', 'dari', 'aplikasinya']","['shopee', 'kamu', 'buka', 'malah', 'keluar', 'terus', 'anjir', 'aplikasinya']","['shopee', 'kamu', 'buka', 'malah', 'keluar', 'terus', 'anjir', 'aplikasi']"
"Benerin dulu systemnya, takut pakai Shopee di medsos bnyk penipuan",benerin dulu systemnya takut pakai shopee di medsos bnyk penipuan,benerin dulu systemnya takut pakai shopee di medsos banyak  penipuan,"['benerin', 'dulu', 'systemnya', 'takut', 'pakai', 'shopee', 'di', 'medsos', 'banyak', 'penipuan']","['benerin', 'dulu', 'systemnya', 'takut', 'pakai', 'shopee', 'medsos', 'banyak', 'penipuan']","['benerin', 'dulu', 'systemnya', 'takut', 'pakai', 'shopee', 'medsos', 'banyak', 'tipu']"
"Penyimpanan udh gede, ngedowload trs lgi nguras kuota bnyk bgt",penyimpanan udh gede ngedowload trs lgi nguras kuota bnyk bgt,penyimpanan sudah gede ngedowload terus  lagi  nguras kuota banyak  sangat ,"['penyimpanan', 'sudah', 'gede', 'ngedowload', 'terus', 'lagi', 'nguras', 'kuota', 'banyak', 'sangat']","['penyimpanan', 'gede', 'ngedowload', 'terus', 'nguras', 'kuota', 'banyak', 'sangat']","['simpan', 'gede', 'ngedowload', 'terus', 'nguras', 'kuota', 'banyak', 'sangat']"
bukanya lama banget padahal internet kenceng kecewa sama shoppe kalau kek gini trus gk bisa perpungsi,bukanya lama banget padahal internet kenceng kecewa sama shoppe kalau kek gini trus gk bisa perpungsi,bukanya lama sekali  padahal internet kencang  kecewa sama shoppe kalau kek gini terus  tidak bisa perpungsi,"['bukanya', 'lama', 'sekali', 'padahal', 'internet', 'kencang', 'kecewa', 'sama', 'shoppe', 'kalau', 'kek', 'gini', 'terus', 'tidak', 'bisa', 'perpungsi']","['bukanya', 'lama', 'sekali', 'padahal', 'internet', 'kencang', 'kecewa', 'sama', 'shoppe', 'kalau', 'kek', 'gini', 'terus', 'tidak', 'perpungsi']","['buka', 'lama', 'sekali', 'padahal', 'internet', 'kencang', 'kecewa', 'sama', 'shoppe', 'kalau', 'kek', 'gin', 'terus', 'tidak', 'pungsi']"
🤓🤓🤓,wajah kutu buku wajah kutu buku wajah kutu buku,wajah kutu buku wajah kutu buku wajah kutu buku,"['wajah', 'kutu', 'buku', 'wajah', 'kutu', 'buku', 'wajah', 'kutu', 'buku']","['wajah', 'kutu', 'buku', 'wajah', 'kutu', 'buku', 'wajah', 'kutu', 'buku']","['wajah', 'kutu', 'buku', 'wajah', 'kutu', 'buku', 'wajah', 'kutu', 'buku']"
"Apaan saldo shopee pay tiba2 ngurang sendiri, otomatis bayar ke google play, yg bikin gak wajar hilang nya mayan gedee!!!!! Ni sistemnya gmn ya bisa2 nya transaksi di lakuin secara otomatis di aplikasinya",apaan saldo shopee pay tiba ngurang sendiri otomatis bayar ke google play yg bikin gak wajar hilang nya mayan gedee ni sistemnya gmn ya bisa nya transaksi di lakuin secara otomatis di aplikasinya,apaan saldo shopee pay tiba ngurang sendiri otomatis bayar ke google play yang  bikin tidak wajar hilang nya mayan gedee ini  sistemnya bagaimana  ya bisa nya transaksi di lakuin secara otomatis di aplikasinya,"['apaan', 'saldo', 'shopee', 'pay', 'tiba', 'ngurang', 'sendiri', 'otomatis', 'bayar', 'ke', 'google', 'play', 'yang', 'bikin', 'tidak', 'wajar', 'hilang', 'nya', 'mayan', 'gedee', 'ini', 'sistemnya', 'bagaimana', 'ya', 'bisa', 'nya', 'transaksi', 'di', 'lakuin', 'secara', 'otomatis', 'di', 'aplikasinya']","['apaan', 'saldo', 'shopee', 'pay', 'tiba', 'ngurang', 'sendiri', 'otomatis', 'bayar', 'google', 'play', 'bikin', 'tidak', 'wajar', 'hilang', 'nya', 'mayan', 'gedee', 'sistemnya', 'bagaimana', 'nya', 'transaksi', 'lakuin', 'otomatis', 'aplikasinya']","['apa', 'saldo', 'shopee', 'pay', 'tiba', 'ngurang', 'sendiri', 'otomatis', 'bayar', 'google', 'play', 'bikin', 'tidak', 'wajar', 'hilang', 'nya', 'mayan', 'gedee', 'sistem', 'bagaimana', 'nya', 'transaksi', 'lakuin', 'otomatis', 'aplikasi']"
Saya mau pesen barang kok suruh muat ulang terus,saya mau pesen barang kok suruh muat ulang terus,saya mau pesan  barang kok suruh muat ulang terus,"['saya', 'mau', 'pesan', 'barang', 'kok', 'suruh', 'muat', 'ulang', 'terus']","['mau', 'pesan', 'barang', 'kok', 'suruh', 'muat', 'ulang', 'terus']","['mau', 'pesan', 'barang', 'kok', 'suruh', 'muat', 'ulang', 'terus']"
"Kenapa stlh ak perbaharui,mlh gak bsa di buka . Suruh kembali ke halaman pertama",kenapa stlh ak perbaharui mlh gak bsa di buka suruh kembali ke halaman pertama,kenapa setelah  saya  perbaharui mlh tidak bisa di buka suruh kembali ke halaman pertama,"['kenapa', 'setelah', 'saya', 'perbaharui', 'mlh', 'tidak', 'bisa', 'di', 'buka', 'suruh', 'kembali', 'ke', 'halaman', 'pertama']","['perbaharui', 'mlh', 'tidak', 'buka', 'suruh', 'halaman', 'pertama']","['baharu', 'mlh', 'tidak', 'buka', 'suruh', 'halaman', 'pertama']"
Lag,lag,lag,['lag'],['lag'],['lag']
Aplikasi makin lelet,aplikasi makin lelet,aplikasi makin lelet,"['aplikasi', 'makin', 'lelet']","['aplikasi', 'makin', 'lelet']","['aplikasi', 'makin', 'lelet']"
"saat di kasih bintang 1 selalu di teror pihak toko, di tlp terus karena terima barang yg tak sesuai atau rusak ...",saat di kasih bintang selalu di teror pihak toko di tlp terus karena terima barang yg tak sesuai atau rusak,saat di kasih bintang selalu di teror pihak toko di telepon  terus karena terima barang yang  tak sesuai atau rusak,"['saat', 'di', 'kasih', 'bintang', 'selalu', 'di', 'teror', 'pihak', 'toko', 'di', 'telepon', 'terus', 'karena', 'terima', 'barang', 'yang', 'tak', 'sesuai', 'atau', 'rusak']","['kasih', 'bintang', 'selalu', 'teror', 'pihak', 'toko', 'telepon', 'terus', 'terima', 'barang', 'tak', 'sesuai', 'rusak']","['kasih', 'bintang', 'selalu', 'teror', 'pihak', 'toko', 'telepon', 'terus', 'terima', 'barang', 'tak', 'sesuai', 'rusak']"
